rank,city,state_abbr,state_full,slug,population,medicaid_doula_coverage,build_status,seo_score,tier,lat,lng,upgrade_status
251,Colton,CA,California,colton-ca,54712,YES,not-built,13.5,sweet-spot,34.0538,-117.3254,
252,West Haven,CT,Connecticut,west-haven-ct,54516,YES,not-built,13.5,sweet-spot,41.2738,-72.9669,
253,Rosemead,CA,California,rosemead-ca,54500,YES,not-built,13.5,sweet-spot,34.0688,-118.0823,
254,Blue Springs,MO,Missouri,blue-springs-mo,54431,YES,not-built,13.5,sweet-spot,39.0124,-94.2722,
255,Hoboken,NJ,New Jersey,hoboken-nj,54379,YES,not-built,13.5,sweet-spot,40.7452,-74.0279,
256,Normal,IL,Illinois,normal-il,54264,YES,not-built,13.5,sweet-spot,40.522,-88.9877,
257,Mount Prospect,IL,Illinois,mount-prospect-il,54171,YES,not-built,13.5,sweet-spot,42.0653,-87.937,
258,Cathedral City,CA,California,cathedral-city-ca,54056,YES,not-built,13.5,sweet-spot,33.8363,-116.4662,
259,Wheaton,IL,Illinois,wheaton-il,53389,YES,not-built,13.5,sweet-spot,41.856,-88.1083,
260,West New York,NJ,New Jersey,west-new-york-nj,53343,YES,not-built,13.5,sweet-spot,40.7856,-74.0093,
261,Yucaipa,CA,California,yucaipa-ca,53309,YES,not-built,13.5,sweet-spot,34.0335,-117.0426,
262,Revere,MA,Massachusetts,revere-ma,53157,YES,not-built,13.5,sweet-spot,42.4188,-71.004,
263,West Sacramento,CA,California,west-sacramento-ca,52981,YES,not-built,13.5,sweet-spot,38.5556,-121.5504,
264,Leesburg,VA,Virginia,leesburg-va,52607,YES,built,13.5,sweet-spot,39.1057,-77.5543,needs-upgrade
265,City of Milford (balance),CT,Connecticut,city-of-milford-(balance)-ct,52536,YES,not-built,13.5,sweet-spot,41.2253,-73.0624,
266,Perth Amboy,NJ,New Jersey,perth-amboy-nj,52499,YES,not-built,13.5,sweet-spot,40.5204,-74.2724,
267,Peabody,MA,Massachusetts,peabody-ma,52491,YES,not-built,13.5,sweet-spot,42.5335,-70.9724,
268,Minnetonka,MN,Minnesota,minnetonka-mn,52369,YES,not-built,13.5,sweet-spot,44.9324,-93.4601,
269,Palm Desert,CA,California,palm-desert-ca,52231,YES,not-built,13.5,sweet-spot,33.7378,-116.3696,
270,Placentia,CA,California,placentia-ca,52228,YES,not-built,13.5,sweet-spot,33.8807,-117.8553,
271,Apple Valley,MN,Minnesota,apple-valley-mn,51957,YES,not-built,13.5,sweet-spot,44.7456,-93.2006,
272,Tigard,OR,Oregon,tigard-or,51902,YES,not-built,13.5,sweet-spot,45.4243,-122.7827,
273,Glendora,CA,California,glendora-ca,51851,YES,not-built,13.5,sweet-spot,34.1449,-117.8466,
274,Florissant,MO,Missouri,florissant-mo,51776,YES,not-built,13.5,sweet-spot,38.7996,-90.3269,
275,Oak Park,IL,Illinois,oak-park-il,51774,YES,not-built,13.5,sweet-spot,41.8872,-87.7899,
276,Hoffman Estates,IL,Illinois,hoffman-estates-il,51738,YES,not-built,13.5,sweet-spot,42.0638,-88.1463,
277,Kentwood,MI,Michigan,kentwood-mi,51689,YES,not-built,13.5,sweet-spot,42.8852,-85.5925,
278,Aliso Viejo,CA,California,aliso-viejo-ca,51424,YES,not-built,13.5,sweet-spot,33.5792,-117.729,
279,Edina,MN,Minnesota,edina-mn,51350,YES,not-built,13.5,sweet-spot,44.8913,-93.3602,
280,Parker,CO,Colorado,parker-co,51163,YES,not-built,13.5,sweet-spot,39.5075,-104.7746,
281,Burien,WA,Washington,burien-wa,50997,YES,not-built,13.5,sweet-spot,47.4761,-122.3393,
282,Plainfield,NJ,New Jersey,plainfield-nj,50636,YES,not-built,13.5,sweet-spot,40.6153,-74.4159,
283,Cerritos,CA,California,cerritos-ca,50555,YES,not-built,13.5,sweet-spot,33.8677,-118.0686,
284,Poway,CA,California,poway-ca,50077,YES,not-built,13.5,sweet-spot,32.9872,-117.0201,
285,Staten Island,NY,New York,staten-island-ny,476015,YES,not-built,12.0,mid,40.5834,-74.1496,
286,Long Beach,CA,California,long-beach-ca,470130,YES,built,12.0,mid,33.8059,-118.161,needs-upgrade
287,Oakland,CA,California,oakland-ca,420005,YES,built,12.0,mid,37.7903,-122.2165,needs-upgrade
288,Aurora,CO,Colorado,aurora-co,361710,YES,built,12.0,mid,39.7085,-104.7274,needs-upgrade
289,Anaheim,CA,California,anaheim-ca,351043,YES,built,12.0,mid,33.839,-117.8572,needs-upgrade
290,Santa Ana,CA,California,santa-ana-ca,334217,YES,built,12.0,mid,33.7366,-117.8819,needs-upgrade
291,Saint Paul,MN,Minnesota,saint-paul-mn,302398,YES,not-built,12.0,mid,44.9477,-93.104,
292,Newark,NJ,New Jersey,newark-nj,281764,YES,built,12.0,mid,40.7242,-74.1724,needs-upgrade
293,Chula Vista,CA,California,chula-vista-ca,267172,YES,not-built,12.0,mid,32.6281,-117.0144,
294,Irvine,CA,California,irvine-ca,266122,YES,not-built,12.0,mid,33.6772,-117.7738,
295,Jersey City,NJ,New Jersey,jersey-city-nj,264152,YES,built,12.0,mid,40.7161,-74.0683,needs-upgrade
296,Chandler,AZ,Arizona,chandler-az,247477,NO,not-built,10.0,sweet-spot,33.2828,-111.8517,
297,Scottsdale,AZ,Arizona,scottsdale-az,246645,NO,built,10.0,sweet-spot,33.6872,-111.865,needs-upgrade
298,Glendale,AZ,Arizona,glendale-az,245895,NO,not-built,10.0,sweet-spot,33.5797,-112.2246,
299,North Las Vegas,NV,Nevada,north-las-vegas-nv,238702,NO,not-built,10.0,sweet-spot,36.288,-115.0901,
300,Irving,TX,Texas,irving-tx,238289,NO,built,10.0,sweet-spot,32.8584,-96.9702,needs-upgrade
301,Gilbert,AZ,Arizona,gilbert-az,237133,NO,not-built,10.0,sweet-spot,33.3103,-111.7463,
302,Hialeah,FL,Florida,hialeah-fl,236387,NO,not-built,10.0,sweet-spot,25.8696,-80.3045,
303,Garland,TX,Texas,garland-tx,234943,NO,built,10.0,sweet-spot,32.91,-96.6305,needs-upgrade
304,Grand Prairie,TX,Texas,grand-prairie-tx,190682,NO,built,10.0,sweet-spot,32.6869,-97.0209,needs-upgrade
305,Overland Park,KS,Kansas,overland-park-ks,188966,NO,built,10.0,sweet-spot,38.8871,-94.6871,needs-upgrade
306,Tempe,AZ,Arizona,tempe-az,182498,NO,not-built,10.0,sweet-spot,33.3881,-111.9318,
307,Fort Lauderdale,FL,Florida,fort-lauderdale-fl,178752,NO,not-built,10.0,sweet-spot,26.1412,-80.1464,
308,Pembroke Pines,FL,Florida,pembroke-pines-fl,168587,NO,not-built,10.0,sweet-spot,26.0127,-80.3384,
309,Peoria,AZ,Arizona,peoria-az,164173,NO,not-built,10.0,sweet-spot,33.7844,-112.2989,
310,Frisco,TX,Texas,frisco-tx,163656,NO,built,10.0,sweet-spot,33.1551,-96.8219,needs-upgrade
311,Pasadena,TX,Texas,pasadena-tx,153351,NO,built,10.0,sweet-spot,29.6583,-95.1498,needs-upgrade
312,Hollywood,FL,Florida,hollywood-fl,151998,NO,not-built,10.0,sweet-spot,26.0293,-80.1679,
313,Kansas City,KS,Kansas,kansas-city-ks,151709,NO,not-built,10.0,sweet-spot,39.1234,-94.7443,
314,Mesquite,TX,Texas,mesquite-tx,143736,NO,built,10.0,sweet-spot,32.7621,-96.5888,needs-upgrade
315,Miramar,FL,Florida,miramar-fl,138449,NO,not-built,10.0,sweet-spot,25.9773,-80.3357,
316,Olathe,KS,Kansas,olathe-ks,135473,NO,not-built,10.0,sweet-spot,38.884,-94.8194,
317,Carrollton,TX,Texas,carrollton-tx,133351,NO,built,10.0,sweet-spot,32.9885,-96.9001,Denver-level
318,Surprise,AZ,Arizona,surprise-az,132677,NO,not-built,10.0,sweet-spot,33.6802,-112.4525,
319,Coral Springs,FL,Florida,coral-springs-fl,130059,NO,not-built,10.0,sweet-spot,26.2702,-80.2593,
320,Round Rock,TX,Texas,round-rock-tx,120892,NO,built,10.0,sweet-spot,30.5253,-97.6659,Denver-level
321,Clearwater,FL,Florida,clearwater-fl,114361,NO,built,10.0,sweet-spot,27.9787,-82.7623,needs-upgrade
322,Pearland,TX,Texas,pearland-tx,113570,NO,built,10.0,sweet-spot,29.5585,-95.3201,needs-upgrade
323,Richardson,TX,Texas,richardson-tx,113347,NO,built,10.0,sweet-spot,32.9717,-96.7092,needs-upgrade
324,Miami Gardens,FL,Florida,miami-gardens-fl,113058,NO,not-built,10.0,sweet-spot,25.9433,-80.2425,
325,Pompano Beach,FL,Florida,pompano-beach-fl,109393,NO,not-built,10.0,sweet-spot,26.2428,-80.1312,
326,North Charleston,SC,South Carolina,north-charleston-sc,109298,NO,not-built,10.0,sweet-spot,32.9086,-80.0705,
327,West Palm Beach,FL,Florida,west-palm-beach-fl,108161,NO,not-built,10.0,sweet-spot,26.7468,-80.1315,
328,Broken Arrow,OK,Oklahoma,broken-arrow-ok,107403,NO,not-built,10.0,sweet-spot,36.0367,-95.7808,
329,Sandy Springs,GA,Georgia,sandy-springs-ga,105703,NO,not-built,10.0,sweet-spot,33.9366,-84.3703,
330,Lewisville,TX,Texas,lewisville-tx,104659,NO,built,10.0,sweet-spot,33.0453,-96.9823,needs-upgrade
331,League City,TX,Texas,league-city-tx,102010,NO,not-built,10.0,sweet-spot,29.4873,-95.109,
332,Davie,FL,Florida,davie-fl,101871,NO,not-built,10.0,sweet-spot,26.0789,-80.287,
333,Allen,TX,Texas,allen-tx,99179,NO,built,9.0,sweet-spot,33.1087,-96.6735,needs-upgrade
334,Sparks,NV,Nevada,sparks-nv,98345,NO,not-built,9.0,sweet-spot,39.5727,-119.7131,
335,Boca Raton,FL,Florida,boca-raton-fl,96114,NO,not-built,9.0,sweet-spot,26.3749,-80.1078,
336,Meridian,ID,Idaho,meridian-id,95623,NO,not-built,9.0,sweet-spot,43.6182,-116.398,
337,Roswell,GA,Georgia,roswell-ga,94598,NO,not-built,9.0,sweet-spot,34.0391,-84.3513,
338,Sunrise,FL,Florida,sunrise-fl,93734,NO,not-built,9.0,sweet-spot,26.1547,-80.2998,
339,Plantation,FL,Florida,plantation-fl,92706,NO,not-built,9.0,sweet-spot,26.126,-80.2617,
340,Miami Beach,FL,Florida,miami-beach-fl,91917,NO,not-built,9.0,sweet-spot,25.8171,-80.1396,
341,Edmond,OK,Oklahoma,edmond-ok,91191,NO,not-built,9.0,sweet-spot,35.6689,-97.4159,
342,Carmel,IN,Indiana,carmel-in,91065,NO,not-built,9.0,sweet-spot,39.9658,-86.1461,
343,Fishers,IN,Indiana,fishers-in,90127,NO,not-built,9.0,sweet-spot,39.959,-85.968,
344,Sugar Land,TX,Texas,sugar-land-tx,88177,NO,built,9.0,sweet-spot,29.5956,-95.6283,needs-upgrade
345,Edinburg,TX,Texas,edinburg-tx,87650,NO,built,9.0,sweet-spot,26.3183,-98.1622,needs-upgrade
346,Hoover,AL,Alabama,hoover-al,84978,NO,not-built,9.0,sweet-spot,33.3761,-86.8065,
347,Mount Pleasant,SC,South Carolina,mount-pleasant-sc,84170,NO,not-built,9.0,sweet-spot,32.8532,-79.8269,
348,Johns Creek,GA,Georgia,johns-creek-ga,83873,NO,not-built,9.0,sweet-spot,34.0333,-84.2027,
349,Mission,TX,Texas,mission-tx,83563,NO,built,9.0,sweet-spot,26.204,-98.3251,needs-upgrade
350,Bryan,TX,Texas,bryan-tx,83260,NO,not-built,9.0,sweet-spot,30.6661,-96.367,
351,Largo,FL,Florida,largo-fl,83065,NO,not-built,9.0,sweet-spot,27.9088,-82.7714,
352,Conroe,TX,Texas,conroe-tx,82286,NO,built,9.0,sweet-spot,30.3174,-95.4705,needs-upgrade
353,Melbourne,FL,Florida,melbourne-fl,81185,NO,not-built,9.0,sweet-spot,28.1152,-80.653,
354,Deerfield Beach,FL,Florida,deerfield-beach-fl,79764,NO,not-built,9.0,sweet-spot,26.305,-80.1278,
355,Parma,OH,Ohio,parma-oh,79425,NO,not-built,9.0,sweet-spot,41.3842,-81.7286,
356,Springdale,AR,Arkansas,springdale-ar,78557,NO,not-built,9.0,sweet-spot,36.1897,-94.1574,
357,Pharr,TX,Texas,pharr-tx,77320,NO,built,9.0,sweet-spot,26.1687,-98.1904,needs-upgrade
358,Goodyear,AZ,Arizona,goodyear-az,77258,NO,not-built,9.0,sweet-spot,33.2613,-112.3622,
359,Fort Myers,FL,Florida,fort-myers-fl,77146,NO,not-built,9.0,sweet-spot,26.6197,-81.8306,
360,Hammond,IN,Indiana,hammond-in,77134,NO,not-built,9.0,sweet-spot,41.617,-87.4908,
361,Gary,IN,Indiana,gary-in,76424,NO,not-built,9.0,sweet-spot,41.5906,-87.3472,
362,Baytown,TX,Texas,baytown-tx,75992,NO,not-built,9.0,sweet-spot,29.7607,-94.9628,
363,Boynton Beach,FL,Florida,boynton-beach-fl,75569,NO,not-built,9.0,sweet-spot,26.5282,-80.0812,
364,Franklin,TN,Tennessee,franklin-tn,74794,NO,not-built,9.0,sweet-spot,35.9215,-86.8522,
365,Missouri City,TX,Texas,missouri-city-tx,74561,NO,not-built,9.0,sweet-spot,29.5634,-95.5377,
366,Flower Mound,TX,Texas,flower-mound-tx,73547,NO,not-built,9.0,sweet-spot,33.0344,-97.1147,
367,Lauderhill,FL,Florida,lauderhill-fl,71626,NO,not-built,9.0,sweet-spot,26.1605,-80.2241,
368,Wilmington,DE,Delaware,wilmington-de,71442,NO,built,9.0,sweet-spot,39.7349,-75.5286,needs-upgrade
369,Weston,FL,Florida,weston-fl,70015,NO,not-built,9.0,sweet-spot,26.1003,-80.4052,
370,North Richland Hills,TX,Texas,north-richland-hills-tx,69798,NO,not-built,9.0,sweet-spot,32.8605,-97.218,
371,Cedar Park,TX,Texas,cedar-park-tx,68918,NO,built,9.0,sweet-spot,30.5133,-97.818,needs-upgrade
372,Bossier City,LA,Louisiana,bossier-city-la,68485,NO,not-built,9.0,sweet-spot,32.5227,-93.6665,
373,Homestead,FL,Florida,homestead-fl,67996,NO,not-built,9.0,sweet-spot,25.4664,-80.4472,
374,Delray Beach,FL,Florida,delray-beach-fl,67371,NO,not-built,9.0,sweet-spot,26.455,-80.0905,
375,Georgetown,TX,Texas,georgetown-tx,67140,NO,built,9.0,sweet-spot,30.6669,-97.694,needs-upgrade
376,Kenner,LA,Louisiana,kenner-la,67089,NO,not-built,9.0,sweet-spot,30.0109,-90.2549,
377,Daytona Beach,FL,Florida,daytona-beach-fl,66645,NO,not-built,9.0,sweet-spot,29.1959,-81.0935,
378,North Little Rock,AR,Arkansas,north-little-rock-ar,66278,NO,not-built,9.0,sweet-spot,34.7813,-92.2378,
379,Mansfield,TX,Texas,mansfield-tx,65631,NO,not-built,9.0,sweet-spot,32.5692,-97.1208,
380,Alpharetta,GA,Georgia,alpharetta-ga,65338,NO,not-built,9.0,sweet-spot,34.0704,-84.2739,
381,Tamarac,FL,Florida,tamarac-fl,65199,NO,not-built,9.0,sweet-spot,26.2057,-80.2547,
382,Shawnee,KS,Kansas,shawnee-ks,65194,NO,not-built,9.0,sweet-spot,39.0158,-94.8076,
383,Rogers,AR,Arkansas,rogers-ar,65021,NO,not-built,9.0,sweet-spot,36.3172,-94.1515,
384,Buckeye,AZ,Arizona,buckeye-az,64629,NO,not-built,9.0,sweet-spot,33.4318,-112.643,
385,Wellington,FL,Florida,wellington-fl,63900,NO,not-built,9.0,sweet-spot,26.6464,-80.2708,
386,Jupiter,FL,Florida,jupiter-fl,63813,NO,not-built,9.0,sweet-spot,26.9195,-80.1123,
387,North Miami,FL,Florida,north-miami-fl,62139,NO,not-built,9.0,sweet-spot,25.9008,-80.1686,
388,Hamilton,OH,Ohio,hamilton-oh,62127,NO,not-built,9.0,sweet-spot,39.3938,-84.5652,
389,Rowlett,TX,Texas,rowlett-tx,61999,NO,not-built,9.0,sweet-spot,32.9165,-96.5494,
390,Moore,OK,Oklahoma,moore-ok,61415,NO,not-built,9.0,sweet-spot,35.3294,-97.4758,
391,Port Orange,FL,Florida,port-orange-fl,61105,NO,not-built,9.0,sweet-spot,29.1084,-81.0136,
392,Marietta,GA,Georgia,marietta-ga,60941,NO,not-built,9.0,sweet-spot,33.9532,-84.542,
393,Coconut Creek,FL,Florida,coconut-creek-fl,59405,NO,not-built,9.0,sweet-spot,26.2803,-80.1842,
394,Pflugerville,TX,Texas,pflugerville-tx,59245,NO,built,9.0,sweet-spot,30.4544,-97.6053,needs-upgrade
395,Bartlett,TN,Tennessee,bartlett-tn,58622,NO,not-built,9.0,sweet-spot,35.2337,-89.8195,
396,Sanford,FL,Florida,sanford-fl,58605,NO,not-built,9.0,sweet-spot,28.7892,-81.276,
397,Doral,FL,Florida,doral-fl,57947,NO,not-built,9.0,sweet-spot,25.815,-80.3565,
398,Margate,FL,Florida,margate-fl,57870,NO,not-built,9.0,sweet-spot,26.2465,-80.2119,
399,Midwest City,OK,Oklahoma,midwest-city-ok,57305,NO,not-built,9.0,sweet-spot,35.463,-97.371,
400,Hendersonville,TN,Tennessee,hendersonville-tn,57050,NO,not-built,9.0,sweet-spot,36.3063,-86.5997,
401,Smyrna,GA,Georgia,smyrna-ga,56664,NO,not-built,9.0,sweet-spot,33.864,-84.5169,
402,Greenwood,IN,Indiana,greenwood-in,56545,NO,not-built,9.0,sweet-spot,39.6019,-86.1073,
403,Bradenton,FL,Florida,bradenton-fl,55687,NO,not-built,9.0,sweet-spot,27.49,-82.5746,
404,Kettering,OH,Ohio,kettering-oh,55306,NO,not-built,9.0,sweet-spot,39.6956,-84.1495,
405,Euless,TX,Texas,euless-tx,54769,NO,not-built,9.0,sweet-spot,32.8507,-97.0798,
406,Palm Beach Gardens,FL,Florida,palm-beach-gardens-fl,53778,NO,not-built,9.0,sweet-spot,26.8489,-80.1654,
407,Elyria,OH,Ohio,elyria-oh,53715,NO,not-built,9.0,sweet-spot,41.3761,-82.1063,
408,Bellevue,NE,Nebraska,bellevue-ne,53505,NO,not-built,9.0,sweet-spot,41.1536,-95.9357,
409,Southaven,MS,Mississippi,southaven-ms,53214,NO,not-built,9.0,sweet-spot,34.9514,-89.9787,
410,Caldwell,ID,Idaho,caldwell-id,53149,NO,not-built,9.0,sweet-spot,43.6458,-116.6595,
411,Lenexa,KS,Kansas,lenexa-ks,52903,NO,not-built,9.0,sweet-spot,38.9608,-94.802,
412,DeSoto,TX,Texas,desoto-tx,52599,NO,not-built,9.0,sweet-spot,32.5992,-96.8634,
413,Brookhaven,GA,Georgia,brookhaven-ga,52444,NO,not-built,9.0,sweet-spot,33.8746,-84.3315,
414,Pinellas Park,FL,Florida,pinellas-park-fl,52137,NO,not-built,9.0,sweet-spot,27.8586,-82.7075,
415,Grapevine,TX,Texas,grapevine-tx,51971,NO,not-built,9.0,sweet-spot,32.9343,-97.0744,
416,Coral Gables,FL,Florida,coral-gables-fl,50815,NO,not-built,9.0,sweet-spot,25.7037,-80.2715,
417,Lakewood,OH,Ohio,lakewood-oh,50279,NO,not-built,9.0,sweet-spot,41.4824,-81.8008,
418,Methuen,MA,Massachusetts,methuen-ma,49917,YES,not-built,9.0,small,42.734,-71.1889,
419,Troy,NY,New York,troy-ny,49702,YES,not-built,9.0,small,42.7354,-73.6751,
420,Azusa,CA,California,azusa-ca,49628,YES,not-built,9.0,small,34.1386,-117.9124,
421,Downers Grove,IL,Illinois,downers-grove-il,49473,YES,not-built,9.0,small,41.7947,-88.017,
422,Murray,UT,Utah,murray-ut,49230,YES,not-built,9.0,small,40.6498,-111.8875,
423,La Mirada,CA,California,la-mirada-ca,49216,YES,not-built,9.0,small,33.9025,-118.0093,
424,Rancho Santa Margarita,CA,California,rancho-santa-margarita-ca,48969,YES,not-built,9.0,small,33.6318,-117.5989,
425,Cypress,CA,California,cypress-ca,48906,YES,not-built,9.0,small,33.8171,-118.0386,
426,East Lansing,MI,Michigan,east-lansing-mi,48870,YES,not-built,9.0,small,42.7483,-84.4834,
427,Saint Louis Park,MN,Minnesota,saint-louis-park-mn,48747,YES,not-built,9.0,small,44.9488,-93.365,
428,Niagara Falls,NY,New York,niagara-falls-ny,48632,YES,not-built,9.0,small,43.0921,-79.0147,
429,Covina,CA,California,covina-ca,48549,YES,not-built,9.0,small,34.0903,-117.8817,
430,Portage,MI,Michigan,portage-mi,48508,YES,not-built,9.0,small,42.2,-85.5907,
431,Ceres,CA,California,ceres-ca,48278,YES,not-built,9.0,small,37.5954,-120.9624,
432,Wauwatosa,WI,Wisconsin,wauwatosa-wi,47945,YES,not-built,9.0,small,43.0616,-88.0347,
433,Kannapolis,NC,North Carolina,kannapolis-nc,47839,YES,not-built,9.0,small,35.4766,-80.6391,
434,Palm Springs,CA,California,palm-springs-ca,47689,YES,not-built,9.0,small,33.8012,-116.538,
435,Lacey,WA,Washington,lacey-wa,47688,YES,not-built,9.0,small,47.0444,-122.7933,
436,Chesterfield,MO,Missouri,chesterfield-mo,47659,YES,not-built,9.0,small,38.6588,-90.5805,
437,Roseville,MI,Michigan,roseville-mi,47602,YES,not-built,9.0,small,42.5074,-82.937,
438,Glenview,IL,Illinois,glenview-il,47475,YES,not-built,9.0,small,42.0825,-87.8215,
439,San Jacinto,CA,California,san-jacinto-ca,47413,YES,not-built,9.0,small,33.797,-116.9915,
440,Apex,NC,North Carolina,apex-nc,47349,YES,not-built,9.0,small,35.7248,-78.866,
441,East Providence,RI,Rhode Island,east-providence-ri,47337,YES,not-built,9.0,small,41.8064,-71.3565,
442,Draper,UT,Utah,draper-ut,47328,YES,not-built,9.0,small,40.4956,-111.8607,
443,Lincoln,CA,California,lincoln-ca,47030,YES,not-built,9.0,small,38.8749,-121.2943,
444,Middletown,CT,Connecticut,middletown-ct,46544,YES,not-built,9.0,small,41.5476,-72.6549,
445,Elmhurst,IL,Illinois,elmhurst-il,46387,YES,not-built,9.0,small,41.8973,-87.9432,
446,Everett,MA,Massachusetts,everett-ma,46340,YES,not-built,9.0,small,42.4064,-71.0544,
447,Littleton,CO,Colorado,littleton-co,46333,YES,not-built,9.0,small,39.5912,-105.0193,
448,Newark,CA,California,newark-ca,45810,YES,not-built,9.0,small,37.5204,-122.0312,
449,Beaumont,CA,California,beaumont-ca,45349,YES,not-built,9.0,small,33.9052,-116.976,
450,Coachella,CA,California,coachella-ca,44953,YES,not-built,9.0,small,33.691,-116.1451,
451,Sayreville,NJ,New Jersey,sayreville-nj,44905,YES,not-built,9.0,small,40.4655,-74.3237,
452,Hackensack,NJ,New Jersey,hackensack-nj,44756,YES,not-built,9.0,small,40.8889,-74.0461,
453,Danville,CA,California,danville-ca,44631,YES,not-built,9.0,small,37.8121,-121.9698,
454,Bothell,WA,Washington,bothell-wa,44546,YES,not-built,9.0,small,47.774,-122.2039,
455,Attleboro,MA,Massachusetts,attleboro-ma,44434,YES,not-built,9.0,small,41.9311,-71.295,
456,Morgan Hill,CA,California,morgan-hill-ca,44155,YES,not-built,9.0,small,37.1324,-121.641,
457,Bountiful,UT,Utah,bountiful-ut,44078,YES,not-built,9.0,small,40.8722,-111.8647,
458,Lombard,IL,Illinois,lombard-il,43815,YES,not-built,9.0,small,41.8739,-88.0158,
459,Freeport,NY,New York,freeport-ny,43279,YES,not-built,9.0,small,40.6515,-73.585,
460,Salem,MA,Massachusetts,salem-ma,43132,YES,not-built,9.0,small,42.513,-70.9021,
461,Urbandale,IA,Iowa,urbandale-ia,43018,YES,not-built,9.0,small,41.639,-93.7814,
462,San Bruno,CA,California,san-bruno-ca,42957,YES,not-built,9.0,small,37.6254,-122.4313,
463,Plainfield,IL,Illinois,plainfield-il,42933,YES,not-built,9.0,small,41.6202,-88.2258,
464,Riverton,UT,Utah,riverton-ut,42838,YES,not-built,9.0,small,40.5176,-111.9635,
465,Bell Gardens,CA,California,bell-gardens-ca,42806,YES,not-built,9.0,small,33.9663,-118.155,
466,Rohnert Park,CA,California,rohnert-park-ca,42622,YES,not-built,9.0,small,38.348,-122.6964,
467,Moorhead,MN,Minnesota,moorhead-mn,42492,YES,not-built,9.0,small,46.8674,-96.7457,
468,Brea,CA,California,brea-ca,42471,YES,not-built,9.0,small,33.9255,-117.8654,
469,Linden,NJ,New Jersey,linden-nj,42457,YES,not-built,9.0,small,40.6251,-74.238,
470,Rancho Palos Verdes,CA,California,rancho-palos-verdes-ca,42435,YES,not-built,9.0,small,33.7554,-118.3636,
471,Moline,IL,Illinois,moline-il,42250,YES,not-built,9.0,small,41.4825,-90.4917,
472,Kearny,NJ,New Jersey,kearny-nj,42126,YES,not-built,9.0,small,40.7526,-74.1202,
473,Urbana,IL,Illinois,urbana-il,42014,YES,not-built,9.0,small,40.1106,-88.1972,
474,Belleville,IL,Illinois,belleville-il,41906,YES,not-built,9.0,small,38.515,-89.9865,
475,Edmonds,WA,Washington,edmonds-wa,41840,YES,not-built,9.0,small,47.8114,-122.3534,
476,Westfield,MA,Massachusetts,westfield-ma,41552,YES,not-built,9.0,small,42.1382,-72.7561,
477,Manassas,VA,Virginia,manassas-va,41483,YES,not-built,9.0,small,38.748,-77.484,
478,Woonsocket,RI,Rhode Island,woonsocket-ri,41406,YES,not-built,9.0,small,42.001,-71.4993,
479,Cedar Falls,IA,Iowa,cedar-falls-ia,41390,YES,not-built,9.0,small,42.5197,-92.4532,
480,Beverly,MA,Massachusetts,beverly-ma,41365,YES,not-built,9.0,small,42.5681,-70.8627,
481,Buffalo Grove,IL,Illinois,buffalo-grove-il,41346,YES,not-built,9.0,small,42.1673,-87.9615,
482,Shelton,CT,Connecticut,shelton-ct,41334,YES,not-built,9.0,small,41.306,-73.1383,
483,Bartlett,IL,Illinois,bartlett-il,41178,YES,not-built,9.0,small,41.9804,-88.2074,
484,La Quinta,CA,California,la-quinta-ca,40956,YES,not-built,9.0,small,33.6537,-116.2785,
485,Campbell,CA,California,campbell-ca,40939,YES,not-built,9.0,small,37.2803,-121.9543,
486,Puyallup,WA,Washington,puyallup-wa,40640,YES,not-built,9.0,small,47.1794,-122.2901,
487,Oakley,CA,California,oakley-ca,40622,YES,not-built,9.0,small,37.9929,-121.6951,
488,Shakopee,MN,Minnesota,shakopee-mn,40610,YES,not-built,9.0,small,44.7745,-93.4763,
489,Wilkes-Barre,PA,Pennsylvania,wilkes-barre-pa,40569,YES,not-built,9.0,small,41.2468,-75.8759,
490,Fitchburg,MA,Massachusetts,fitchburg-ma,40414,YES,not-built,9.0,small,42.5912,-71.8156,
491,San Gabriel,CA,California,san-gabriel-ca,40404,YES,not-built,9.0,small,34.0948,-118.099,
492,La Puente,CA,California,la-puente-ca,40377,YES,not-built,9.0,small,34.0323,-117.9533,
493,Crystal Lake,IL,Illinois,crystal-lake-il,40339,YES,not-built,9.0,small,42.233,-88.3352,
494,Holyoke,MA,Massachusetts,holyoke-ma,40280,YES,not-built,9.0,small,42.2126,-72.6411,
495,Calexico,CA,California,calexico-ca,40232,YES,not-built,9.0,small,32.6849,-115.4944,
496,Streamwood,IL,Illinois,streamwood-il,40166,YES,not-built,9.0,small,42.0209,-88.1778,
497,Maplewood,MN,Minnesota,maplewood-mn,40150,YES,not-built,9.0,small,44.984,-93.0247,
498,Wake Forest,NC,North Carolina,wake-forest-nc,40112,YES,not-built,9.0,small,35.963,-78.5144,
499,Carol Stream,IL,Illinois,carol-stream-il,40069,YES,not-built,9.0,small,41.9183,-88.1309,
500,New Berlin,WI,Wisconsin,new-berlin-wi,39803,YES,not-built,9.0,small,42.9726,-88.1292,
501,Romeoville,IL,Illinois,romeoville-il,39706,YES,not-built,9.0,small,41.631,-88.1014,
502,Chelsea,MA,Massachusetts,chelsea-ma,39699,YES,not-built,9.0,small,42.3959,-71.0325,
503,Marlborough,MA,Massachusetts,marlborough-ma,39697,YES,not-built,9.0,small,42.3494,-71.5468,
504,Woburn,MA,Massachusetts,woburn-ma,39452,YES,not-built,9.0,small,42.4868,-71.1543,
